name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm
J. Krasniqi,23,Kosovo,181,74,57,RB,67,30,38,53,55,67,75,65,65,48,1.0,1.81
M. Najjar,23,Saudi Arabia,175,68,57,CM,60,51,57,62,43,55,49,60,63,51,0.0,1.75
D. Cruz,23,Mexico,169,58,57,RB,60,32,52,52,56,56,66,51,72,51,1.0,1.69
M. Kané,26,Senegal,182,80,57,CB,42,24,28,34,60,59,60,64,44,30,1.0,1.82
M. Al Najrani,24,Saudi Arabia,167,52,57,CM,68,39,54,59,50,47,62,41,71,53,1.0,1.67
B. Bashir,20,Saudi Arabia,179,75,57,CDM,57,35,51,56,56,54,48,56,58,49,1.0,1.79
N. Böhmer,18,Germany,178,70,57,CB,55,30,41,36,55,63,44,71,41,29,1.0,1.78
N. Bo Amer,20,Saudi Arabia,181,73,57,ST,65,56,43,53,25,57,39,65,59,46,1.0,1.81
C. Crane,22,Scotland,175,69,57,LB,75,32,39,51,56,55,64,52,55,39,0.0,1.75
K. Memija,22,Bosnia and Herzegovina,179,75,57,RB,75,34,44,61,52,60,68,61,67,30,1.0,1.79
Y. Zabaleta,21,Colombia,175,70,57,LW,72,51,52,58,49,62,61,64,68,54,1.0,1.75
C. Arroyave,22,Colombia,182,77,57,GK,40,55,53,29,56,42,24,42,29,41,1.0,1.82
Zeng Shuai,24,China PR,182,75,57,CB,62,25,35,34,60,60,73,58,50,31,1.0,1.82
E. Palacios,21,Colombia,178,68,57,RB,73,39,50,52,54,60,71,55,67,49,1.0,1.78
D. Sauerland,21,Germany,180,72,57,RB,67,51,58,65,48,50,70,42,77,49,1.0,1.8
B. Alférez,20,Argentina,183,71,57,CB,57,30,41,41,58,53,60,51,52,33,0.0,1.83
Mena,21,Spain,180,75,57,CM,56,51,48,53,58,55,69,55,56,58,1.0,1.8
A. Ožbolt,22,Slovenia,178,73,57,ST,71,57,53,58,27,51,62,48,66,49,1.0,1.78
K. Oldenburger,22,Netherlands,176,70,57,RW,57,58,50,64,26,47,43,56,57,46,1.0,1.76
F. Moreno,20,Mexico,172,73,57,CM,62,44,57,57,54,58,55,58,57,55,1.0,1.72
C. Donovan,22,United States,188,80,57,CB,48,23,34,31,57,63,57,66,43,34,0.0,1.88
R. El Hankouri,17,Netherlands,176,68,57,CAM,71,45,54,61,33,38,42,38,65,60,1.0,1.76
F. Chenkam,19,Cameroon,168,75,57,ST,77,56,41,57,25,53,52,58,62,45,1.0,1.68
D. Vann,19,England,183,70,57,CB,71,29,41,48,55,66,65,69,63,45,1.0,1.83
J. Sangha,20,England,180,69,57,CM,69,48,53,59,45,65,73,65,75,57,1.0,1.8
M. Juárez,21,Argentina,176,69,57,CDM,68,37,47,57,54,61,60,61,77,42,1.0,1.76
Park Jung Ho,21,Korea Republic,183,75,57,CB,67,53,39,51,55,65,72,64,70,47,1.0,1.83
J. Adelson,22,Australia,185,78,57,RB,73,34,43,53,51,69,82,71,72,34,1.0,1.85
L. Rogerson,20,New Zealand,182,70,57,ST,81,54,45,62,43,56,65,60,73,54,1.0,1.82
D. Lavercombe,21,England,191,71,57,GK,46,58,58,30,59,34,18,34,30,19,1.0,1.91
L. Migliorelli,20,Italy,175,65,57,LB,71,37,46,54,53,60,69,58,68,37,0.0,1.75
K. Engbers,18,Netherlands,185,78,57,CB,58,28,39,44,56,65,57,76,44,28,1.0,1.85
J. McKay,21,Scotland,190,85,57,ST,52,56,41,56,21,64,62,74,52,42,0.0,1.9
J. O'Hanlon,22,Republic of Ireland,187,76,57,ST,70,52,39,53,27,66,65,72,52,51,1.0,1.87
P. Rooney,21,Republic of Ireland,188,79,57,CB,63,30,37,49,56,65,65,70,58,37,0.0,1.88
R. Correa,18,Colombia,185,70,57,RW,71,52,46,59,34,44,52,44,67,48,1.0,1.85
L. White,19,England,173,68,57,LW,78,47,49,61,26,46,68,42,76,48,1.0,1.73
R. Cagnon,21,France,190,81,57,GK,39,57,52,32,56,73,20,73,32,31,1.0,1.9
D. Cayupil,20,Chile,178,65,57,LB,66,32,34,48,58,62,77,59,59,42,0.0,1.78
S. Osorio,21,Colombia,178,74,57,CAM,66,39,52,59,46,61,59,66,59,57,1.0,1.78
A. Jakobsen,19,Denmark,183,75,57,ST,74,51,40,53,25,59,60,59,64,46,1.0,1.83
J. Barrett,18,England,186,75,57,CB,50,32,35,34,59,55,49,58,47,33,1.0,1.86
C. Nicell,18,Republic of Ireland,176,65,57,CM,63,44,54,60,44,61,63,60,68,54,1.0,1.76
C. Velásquez,20,Colombia,176,71,57,LW,74,44,50,58,43,54,56,54,75,48,0.0,1.76
Ü. Türker,20,Turkey,173,69,57,CM,60,43,56,55,50,53,58,46,57,45,1.0,1.73
O. Jackson,19,England,187,75,57,CB,59,24,34,43,56,62,58,65,41,36,1.0,1.87
B. Lathouwers,18,Belgium,191,83,57,GK,47,57,59,28,59,64,21,64,28,22,1.0,1.91
T. Nagura,20,Japan,168,63,57,CAM,72,53,51,62,24,45,50,44,71,51,1.0,1.68
N. Fiedler,20,Germany,176,68,57,LW,75,44,51,59,51,57,65,48,77,43,0.0,1.76
O. Shannon,22,England,183,77,57,CAM,62,43,57,55,31,48,33,60,61,53,1.0,1.83
V. Vujinovic,19,Germany,179,77,57,ST,71,58,38,55,19,51,55,56,74,36,1.0,1.79
F. Rahimi,22,Kosovo,187,84,57,CB,72,25,40,53,54,65,61,68,56,32,1.0,1.87
B. Abdellaoui,22,Finland,170,65,57,CAM,69,45,53,65,27,45,52,43,75,54,1.0,1.7
R. Mendoza,23,Mexico,172,65,57,RW,68,54,53,59,29,53,56,54,72,48,1.0,1.72
M. Gönülaçar,25,Turkey,187,76,57,CM,66,45,58,53,46,61,62,59,52,50,1.0,1.87
Diogo,23,Brazil,194,79,57,CAM,61,50,55,58,37,54,51,61,59,55,1.0,1.94
B. Zahn,24,Germany,190,84,57,ST,54,59,39,52,25,65,61,74,54,43,1.0,1.9
A. Roscrow,25,Wales,184,76,57,ST,75,57,44,55,23,61,64,68,60,48,1.0,1.84
Vintecinco,24,Brazil,193,92,57,ST,62,53,32,54,27,80,64,92,58,40,0.0,1.93
M. Al Sharimi,25,Saudi Arabia,175,71,57,RB,63,25,42,49,53,64,62,66,46,28,1.0,1.75
M. Al Subaie,24,Saudi Arabia,183,68,57,LW,73,40,51,58,49,55,49,58,68,55,1.0,1.83
M. Barker,26,Republic of Ireland,180,75,57,CB,62,46,50,54,56,59,62,57,62,38,1.0,1.8
S. Al Dosari,28,Saudi Arabia,178,60,57,RW,71,44,53,60,44,60,48,65,74,46,1.0,1.78
A. Nadj,33,Sweden,193,93,57,GK,43,54,52,31,58,75,22,75,31,41,1.0,1.93
C. Kilduff,31,Republic of Ireland,191,81,57,ST,54,57,43,54,28,63,56,68,56,55,1.0,1.91
C. Fermina,18,Netherlands,183,70,57,ST,79,56,45,58,18,47,41,58,63,51,1.0,1.83
F. Forni,19,Italy,192,76,57,CB,55,38,42,37,56,61,65,61,41,36,1.0,1.92
F. Díaz,30,Chile,171,70,56,LW,60,34,52,58,56,56,59,50,58,46,0.0,1.71
T. Wolff,20,United States,175,70,56,CM,72,44,56,59,36,50,52,58,65,52,1.0,1.75
M. Mędrala,17,Poland,189,86,56,GK,43,56,55,24,57,66,35,66,24,38,0.0,1.89
J. Busse,17,Germany,190,80,56,GK,40,56,54,30,56,60,22,60,30,30,1.0,1.9
S. Amo-Ameyaw,16,England,176,68,56,LW,73,54,49,59,28,38,42,37,74,47,0.0,1.76
J. Beck,18,Denmark,178,68,56,CM,68,50,53,59,54,58,58,55,52,50,1.0,1.78
V. Solheim,18,Norway,181,75,56,RB,73,39,50,57,52,54,53,58,73,46,1.0,1.81
A. Pond,19,England,188,86,56,CB,66,21,33,41,54,65,52,73,48,32,1.0,1.88
A. Andresen,17,Denmark,199,78,56,GK,44,54,54,40,56,57,22,57,40,42,1.0,1.99
M. Oukhattou,18,Netherlands,180,70,56,CAM,69,45,50,66,29,39,42,38,78,61,1.0,1.8
E. Tezgel,17,England,182,72,56,ST,68,59,40,56,18,48,51,47,56,43,1.0,1.82
T. Ayari,18,Sweden,177,70,56,LW,75,48,49,63,27,39,46,38,83,47,1.0,1.77
D. Ozoh,18,England,189,68,56,CDM,67,48,53,59,53,61,58,62,69,53,1.0,1.89
L. Lipani,18,Italy,187,78,56,CDM,62,44,55,50,52,63,65,63,52,57,1.0,1.87
F. Rózga,16,Poland,176,72,56,LW,75,43,53,56,25,50,52,53,64,51,0.0,1.76
J. Abdulai,18,Ghana,186,80,56,RW,75,54,49,58,24,55,52,66,52,41,1.0,1.86
R. Ravenhill,33,England,178,71,56,CM,58,51,53,52,58,78,76,76,50,52,1.0,1.78
D. O'Brien,35,Republic of Ireland,180,74,56,ST,63,60,54,52,28,57,63,56,56,54,1.0,1.8
S. Robinson,33,Republic of Ireland,175,79,56,CM,68,53,56,57,54,63,61,70,54,54,1.0,1.75
A. Lindberg,33,Sweden,192,88,56,GK,46,52,50,33,55,69,33,69,33,25,1.0,1.92
D. Crow,28,England,176,83,56,ST,64,55,44,57,36,56,53,72,62,53,1.0,1.76
K. Sola,28,Norway,183,80,56,LB,66,52,59,48,52,65,68,62,34,53,0.0,1.83
D. Ventre,28,England,176,78,56,CM,55,42,56,51,56,68,63,73,58,58,1.0,1.76
M. Débonnaire,27,Switzerland,189,81,56,GK,48,54,52,41,56,43,33,43,41,25,0.0,1.89
C. Miranda,31,India,177,71,56,LW,62,46,52,62,27,45,56,41,69,53,0.0,1.77
E. Haxhosaj,18,Kosovo,178,70,56,LB,65,24,43,52,52,54,59,55,67,40,0.0,1.78
I. Kaczmarski,19,Poland,183,73,56,CDM,60,42,54,59,50,61,67,56,72,56,1.0,1.83
J. Yull,18,Australia,174,70,56,CAM,71,45,50,57,41,52,64,50,77,58,1.0,1.74
T. Degreef,18,Belgium,177,67,56,CAM,56,51,60,60,32,34,45,32,67,55,1.0,1.77
J. Hopkins,19,United States,188,74,56,CAM,64,38,55,57,38,59,64,60,57,53,1.0,1.88
A. Bendle,18,England,177,77,56,CDM,62,40,50,59,52,59,62,60,69,50,1.0,1.77
M. Macarthur,18,Australia,173,73,56,LW,87,43,47,57,26,44,63,41,79,54,1.0,1.73
V. Akinwale,18,England,185,60,56,ST,65,60,45,59,21,39,50,34,59,53,1.0,1.85
P. Saathof,19,Netherlands,177,68,56,RB,58,48,54,61,51,51,50,45,67,46,1.0,1.77
P. Lervik,18,Norway,185,80,56,GK,49,58,60,39,55,48,27,48,39,45,1.0,1.85
N. Tsakiris,18,United States,178,70,56,CAM,67,34,54,62,32,48,42,54,70,60,0.0,1.78
E. Austbø,18,Norway,172,64,56,LW,71,57,45,59,19,46,65,40,73,43,1.0,1.72
D. Szala,17,Poland,185,78,56,CB,67,24,31,38,57,61,51,67,63,40,1.0,1.85
J. Manzambi,17,Switzerland,185,72,56,CM,69,45,55,61,53,61,60,64,71,54,1.0,1.85
R. Richards,19,England,178,68,56,LW,68,49,51,59,26,45,54,45,62,55,0.0,1.78
A. Murphy,18,Republic of Ireland,178,73,56,CM,77,52,54,60,52,59,61,58,74,58,1.0,1.78
O. Pettersson,20,Finland,188,78,56,CB,62,26,40,40,54,63,62,70,52,35,1.0,1.88
F. Holst-Larsen,18,Norway,183,72,56,RB,72,30,44,55,49,52,60,51,68,35,1.0,1.83
K. Habibullah,19,Canada,168,68,56,LW,69,53,51,63,27,42,32,51,81,55,1.0,1.68
E. Özkan,19,Sweden,178,68,56,CM,67,50,53,60,53,52,50,52,78,53,1.0,1.78
M. Woltman,19,England,178,74,56,CAM,67,54,49,60,21,46,52,48,65,48,1.0,1.78
T. Ouma,19,Kenya,183,75,56,CAM,74,45,55,55,38,61,64,62,60,55,1.0,1.83
E. Roback,20,Sweden,186,70,56,LW,83,48,43,63,19,35,34,32,83,45,1.0,1.86
J. Selvén,19,Sweden,170,64,56,RW,81,47,47,60,26,35,34,34,81,47,1.0,1.7
C. Ligue,18,Switzerland,180,79,56,ST,72,54,42,54,24,63,63,68,65,50,0.0,1.8
R. Welch,19,England,197,88,56,CB,57,24,30,30,55,65,52,74,37,25,1.0,1.97
R. Monticelli,17,Belgium,180,70,56,LB,73,30,35,50,55,59,65,59,67,37,0.0,1.8
J. Miley,19,England,175,60,56,CM,57,42,56,60,54,52,45,53,57,56,1.0,1.75
B. Klaverboer,17,Netherlands,190,84,56,GK,41,56,58,24,56,65,22,65,24,28,1.0,1.9
E. Villanueva,18,Chile,187,76,56,GK,40,57,56,28,58,54,20,54,28,57,1.0,1.87
M. Gurgul,17,Poland,181,70,56,CB,70,29,49,53,55,62,68,64,52,44,0.0,1.81
A. Onyegbule,17,Germany,184,85,56,CAM,73,46,49,63,34,59,42,73,76,53,1.0,1.84
L. Vásquez,21,Chile,167,60,56,CM,67,46,55,59,36,38,57,31,63,56,1.0,1.67
A. Mondouo,18,Côte d'Ivoire,185,76,56,CAM,67,47,53,63,38,56,52,62,65,50,1.0,1.85
K. Andrews,16,England,179,67,56,ST,75,58,37,57,20,45,54,45,53,51,1.0,1.79
J. Altena,19,Netherlands,180,68,56,CM,63,53,56,56,48,54,58,51,58,52,1.0,1.8
C. Afoka,19,England,180,76,56,LW,80,53,43,58,28,50,57,52,72,45,1.0,1.8
S. Bala,19,Albania,176,66,56,CAM,74,48,54,60,29,42,46,42,72,56,1.0,1.76
G. Dragomir,19,Romania,179,68,56,RW,79,44,50,56,40,45,51,39,71,47,0.0,1.79
I. Jagne,19,Sweden,184,76,56,CDM,68,41,50,56,52,65,59,65,69,52,1.0,1.84
S. Hazazi,20,Saudi Arabia,170,68,56,LB,84,31,44,50,48,68,64,72,57,34,0.0,1.7
M. Rafferty,18,Sweden,180,78,56,CM,69,53,50,62,54,63,70,58,72,47,1.0,1.8
K. Rodney,18,England,186,67,56,CDM,60,40,52,54,57,56,50,61,58,49,1.0,1.86
K. Megwa,19,England,176,70,56,RB,71,36,45,53,52,56,61,51,68,39,1.0,1.76
A. Nadolski,18,Poland,179,74,56,CAM,67,55,56,56,33,54,52,58,62,51,1.0,1.79
H. Obermeyer,17,Germany,180,72,56,CDM,66,36,48,52,55,57,55,55,58,43,1.0,1.8
E. Eghosa,17,England,183,69,56,CAM,78,48,53,61,31,43,48,42,79,56,1.0,1.83
A. Zulic,18,Slovenia,192,80,56,CB,62,25,41,50,56,61,58,67,49,36,0.0,1.92
E. Gökay,17,Turkey,181,72,56,RW,70,49,51,61,24,43,41,47,73,49,0.0,1.81
P. Luján,20,Bolivia,171,72,56,RW,65,41,51,57,41,51,58,49,65,47,1.0,1.71
J. Jantunen,18,Finland,196,75,56,GK,38,58,59,21,56,60,19,60,21,31,1.0,1.96
S. Otusanya,19,Nigeria,186,83,56,ST,67,56,40,55,20,63,50,72,66,50,0.0,1.86
A. Boşluk,20,Turkey,184,75,56,LB,68,36,50,57,53,56,53,54,65,42,0.0,1.84
B. Mpata Lama,19,France,178,78,56,LB,66,31,43,48,56,53,54,55,52,38,0.0,1.78
N. Niehoff,18,Germany,187,78,56,ST,72,54,53,61,31,53,55,60,68,55,1.0,1.87
M. Zok,19,Germany,195,89,56,GK,47,52,51,35,56,72,20,72,35,22,1.0,1.95
J. Obikwu,19,England,193,69,56,ST,83,55,36,52,19,64,59,77,57,38,1.0,1.93
A. Aoraha,20,Iraq,177,70,56,CM,66,44,55,61,46,53,62,48,67,53,0.0,1.77
Y. Gaya,18,Algeria,184,74,56,CB,62,29,37,38,57,60,63,61,46,38,1.0,1.84
F. Reyes Marizán,17,Dominican Republic,175,65,56,LB,60,27,46,52,52,51,57,48,52,38,0.0,1.75
J. Krupa,20,Germany,183,71,56,ST,66,56,45,59,22,48,59,49,67,41,1.0,1.83
M. Wörner,18,Germany,184,70,56,CAM,68,52,49,57,42,57,51,59,63,52,1.0,1.84
L. Štubljar,18,Slovenia,191,86,56,GK,38,60,60,24,53,55,29,55,24,38,0.0,1.91
A. Bøndergaard,19,Denmark,184,68,56,ST,57,57,45,52,30,64,60,69,56,49,1.0,1.84
A. Ordoñez,19,Guatemala,188,73,56,ST,54,56,51,58,25,51,48,60,57,55,1.0,1.88
L. Zbinden,20,Switzerland,187,83,56,GK,40,58,60,21,58,59,17,59,21,33,1.0,1.87
E. Cox,19,Australia,182,74,56,GK,38,56,55,37,55,43,23,43,37,33,1.0,1.82
T. Jakobsen,19,Denmark,188,78,56,GK,46,57,57,40,56,45,26,45,40,45,1.0,1.88
J. Rubiano,21,Colombia,177,75,56,CAM,67,42,59,55,36,54,60,55,69,60,1.0,1.77
Du Yuezheng,17,China PR,185,75,56,ST,59,55,42,56,24,54,53,63,67,51,1.0,1.85
O. Solnørdal,20,Norway,175,72,56,CM,63,46,53,56,53,55,59,53,61,55,1.0,1.75
L. Meyer,19,Switzerland,182,73,56,LB,60,31,46,57,52,57,62,53,58,36,0.0,1.82
Junior Mendes,21,Spain,186,75,56,ST,71,54,54,57,23,52,55,59,66,53,1.0,1.86
L. Schulz,20,Finland,198,84,56,GK,38,58,57,22,56,63,15,63,22,39,1.0,1.98
M. Al Qahtani,20,Saudi Arabia,168,61,56,RW,68,48,48,62,29,46,58,46,86,51,0.0,1.68
Han Jong Mu,20,Korea Republic,179,70,56,CM,53,43,54,61,41,50,65,45,58,60,1.0,1.79
A. Nuñez,18,Paraguay,176,65,56,RB,67,27,47,53,54,49,55,47,62,48,1.0,1.76
P. Fallmann,19,Austria,180,67,56,RB,71,26,46,56,50,53,60,50,71,33,1.0,1.8
M. Ejdum,18,Denmark,176,68,56,CM,72,40,55,62,41,52,55,55,73,57,0.0,1.76
T. Magnin,19,Switzerland,171,65,56,RB,63,33,40,59,54,45,61,32,72,35,1.0,1.71
E. Alagich,19,Australia,178,72,56,CAM,76,44,54,59,46,54,69,50,75,55,0.0,1.78
M. Parker,18,England,192,91,56,CB,74,30,41,51,55,68,64,76,62,39,0.0,1.92
M. Eberhard,21,Switzerland,173,70,56,CM,66,44,53,61,48,47,55,42,64,53,1.0,1.73
S. Castaneda,18,United States,188,75,56,CM,69,40,53,61,44,53,58,54,60,58,1.0,1.88
M. Kirsch,19,Germany,196,80,56,GK,44,54,54,31,54,74,29,74,31,33,1.0,1.96
T. Kloss,19,Germany,190,79,56,CDM,67,28,48,44,55,59,65,62,41,42,0.0,1.9
J. Seary,18,Republic of Ireland,180,69,56,RB,68,42,51,55,49,56,56,55,65,48,1.0,1.8
N. Ford,19,England,185,82,56,GK,52,56,57,33,55,55,31,55,33,44,1.0,1.85
B. Mbaye,19,Senegal,186,78,56,CB,63,22,32,49,55,62,52,72,56,29,1.0,1.86
C. Tyler,21,Wales,203,89,56,GK,43,55,55,25,56,63,20,63,25,41,1.0,2.03
M. Dudek,20,Poland,186,78,56,GK,39,59,60,24,57,52,24,52,24,34,1.0,1.86
V. Borcea,21,Romania,186,74,56,CAM,68,50,50,58,43,57,62,61,65,50,1.0,1.86
D. Robson,21,Wales,192,80,56,GK,36,55,55,32,57,51,16,51,32,43,1.0,1.92
C. Chiappetta,20,Switzerland,175,71,56,LW,73,52,48,59,17,43,50,43,76,48,1.0,1.75
Jeon Byung Kwan,20,Korea Republic,178,72,56,ST,80,57,40,60,15,52,63,54,77,48,1.0,1.78
H. Meister,19,Denmark,191,83,56,ST,65,55,34,51,26,70,58,75,57,43,1.0,1.91
A. Matuq,20,Saudi Arabia,175,70,56,RW,84,51,46,56,23,59,56,72,65,44,1.0,1.75
J. Ellis,19,England,183,77,56,RB,67,25,42,53,53,63,68,69,63,38,1.0,1.83
J. Forde,20,Australia,178,70,56,LB,72,35,47,57,48,58,62,59,72,44,1.0,1.78
P. Stroud,21,United States,177,66,56,CM,73,42,58,58,49,50,48,49,79,56,1.0,1.77
E. Lindkvist,21,Sweden,183,75,56,CAM,63,46,54,60,35,56,52,63,60,55,0.0,1.83
L. Böggemann,19,Germany,195,80,56,GK,44,55,52,39,57,63,26,63,39,23,1.0,1.95
Martim Marques,19,Portugal,173,67,56,LB,68,32,50,65,50,40,52,32,74,41,0.0,1.73
M. Isah,18,Nigeria,175,65,56,RW,82,44,45,65,22,35,35,32,86,49,1.0,1.75
E. Stroud,21,Sweden,180,75,56,LB,74,38,47,54,45,57,66,55,71,42,0.0,1.8
L. Jansson,20,Sweden,183,74,56,CB,63,31,45,50,54,61,58,60,65,35,1.0,1.83
J. Graf,18,Germany,180,78,56,ST,56,57,40,56,20,47,38,60,60,47,1.0,1.8
J. Guerra,19,Bolivia,178,70,56,RB,69,27,45,52,51,54,64,52,59,33,1.0,1.78
D. Okagbue,19,Republic of Ireland,184,81,56,CB,63,26,35,39,56,65,60,72,47,34,1.0,1.84
S. Alioum,19,Cameroon,174,75,56,LW,72,52,45,61,30,62,50,72,62,48,1.0,1.74
J. Hakiki,19,Republic of Ireland,178,73,56,CM,65,51,53,62,49,41,55,33,73,60,1.0,1.78
T. Jansink,20,Netherlands,198,82,56,GK,40,55,52,23,55,58,17,58,23,26,1.0,1.98
G. David,20,Romania,180,72,56,RB,68,42,51,55,52,56,55,54,64,54,1.0,1.8
Kim Dae Hwan,18,Korea Republic,172,67,56,RW,63,42,44,60,44,47,57,41,62,39,1.0,1.72
M. Strzeboński,19,Poland,181,74,56,CAM,60,41,56,57,40,50,46,54,65,62,1.0,1.81
M. Iminqari,19,China PR,186,69,56,LW,59,45,50,59,45,49,44,51,60,50,1.0,1.86
D. Robinson,18,Northern Ireland,180,77,56,CM,63,42,52,59,56,56,58,52,60,47,1.0,1.8
K. Barlow,20,Republic of Ireland,179,73,56,CAM,66,50,52,59,48,57,57,53,73,54,1.0,1.79
J. Plant,19,England,174,70,56,RB,72,31,47,57,49,46,59,42,72,50,1.0,1.74
J. van der Wilt,19,Netherlands,187,78,56,GK,42,56,55,38,56,48,22,48,38,39,1.0,1.87
I. Boehmer,21,Canada,188,84,56,GK,35,55,56,27,56,62,28,62,27,27,1.0,1.88
N. El Harmazi,21,Netherlands,175,70,56,CAM,61,49,55,55,48,54,62,47,62,53,1.0,1.75
H. Al Ali,21,Saudi Arabia,172,73,56,ST,73,55,44,54,16,55,55,59,58,49,1.0,1.72
Kang Yoon Gu,21,Korea Republic,176,68,56,CAM,63,47,55,59,35,56,55,58,63,62,0.0,1.76
S. Jansen,18,Netherlands,192,78,56,GK,36,57,58,22,54,51,21,51,22,40,1.0,1.92
T. Nixon,20,England,182,83,56,RB,61,29,45,54,53,58,54,61,57,39,1.0,1.82
S. Basse,19,Senegal,182,66,56,LB,64,28,37,47,52,52,64,47,52,37,0.0,1.82
D. Bolumbu,18,France,170,65,56,LB,64,27,30,47,58,52,59,51,53,33,0.0,1.7
M. Arıkan,18,Turkey,174,69,56,LB,63,34,41,56,53,50,64,45,59,42,0.0,1.74
K. Onuigwe,19,Germany,192,85,56,ST,69,55,39,51,17,64,50,77,51,49,1.0,1.92
G. Earthy,18,England,177,72,56,CAM,60,50,58,58,44,49,44,50,63,60,1.0,1.77
M. Marran,22,Saudi Arabia,175,64,56,ST,64,56,41,54,20,55,58,59,72,49,0.0,1.75
S. Uzcátegui,21,Venezuela,177,66,56,CM,63,35,50,47,59,61,60,63,51,55,1.0,1.77
A. Pyndt,22,Denmark,175,68,56,CM,77,42,52,59,50,58,66,53,70,53,1.0,1.75
T. Ostler,21,Australia,184,72,56,ST,65,55,49,55,44,58,61,61,68,50,1.0,1.84
S. Bultman,18,Netherlands,185,75,56,CB,66,39,44,47,54,64,52,69,57,42,1.0,1.85
Z. Mugeese,21,Ghana,178,74,56,LW,67,55,51,58,25,57,55,60,67,48,1.0,1.78
G. Shelvey,22,England,188,77,56,GK,40,58,58,37,56,60,23,60,37,41,1.0,1.88
M. Ulla,21,Norway,192,82,56,GK,42,54,53,24,55,50,27,50,24,36,1.0,1.92
M. Wszołek,21,Poland,181,71,56,RB,55,37,50,50,53,59,59,60,57,45,1.0,1.81
M. Torlak,20,Turkey,173,67,56,CAM,59,49,54,63,32,39,34,42,71,56,1.0,1.73
A. Tikvic,19,Germany,195,89,56,CB,44,26,35,35,56,70,59,82,35,37,0.0,1.95
T. Zimmermann,21,Germany,186,73,56,CB,62,40,53,55,56,54,54,54,63,49,1.0,1.86
A. Zimarino,21,Australia,182,70,56,ST,68,57,49,56,33,56,56,54,71,52,0.0,1.82
Z. Obiero,18,England,170,70,56,CAM,73,43,51,60,36,45,56,42,80,58,1.0,1.7
P. Müller,20,Austria,176,70,56,CM,61,53,57,58,54,55,54,49,69,57,1.0,1.76
Z. Mitchell,18,England,185,82,56,CB,68,28,41,46,55,66,65,72,43,45,1.0,1.85
E. Aksoy,19,Turkey,178,74,56,LB,69,32,43,51,54,53,56,53,66,36,0.0,1.78
J. Enem,20,Netherlands,193,85,56,ST,59,55,40,52,19,58,44,72,56,45,1.0,1.93
Jung Ji Hoon,19,Korea Republic,175,65,56,LW,63,51,46,61,22,42,57,38,67,45,1.0,1.75
M. Okuka,20,Switzerland,185,72,56,CM,69,43,52,62,55,53,50,52,70,50,1.0,1.85
K. van Oevelen,19,Netherlands,199,84,56,GK,42,54,54,24,54,70,21,70,24,33,1.0,1.99
I. Kaloga,19,Switzerland,182,72,56,RW,71,46,46,62,43,50,53,51,71,44,1.0,1.82
F. Bregante,19,Uruguay,179,72,56,LB,53,35,47,42,52,61,59,67,46,39,0.0,1.79
O. Jones,19,Australia,185,75,56,CB,61,42,49,51,53,68,65,72,61,46,0.0,1.85
E. Mızrakcı,19,Turkey,188,84,56,RB,67,29,36,50,57,62,49,71,63,38,1.0,1.88
B. Aydoğmuş,19,Turkey,180,73,56,CM,65,46,56,57,48,51,57,47,66,54,1.0,1.8
F. Przybułek,19,Poland,185,72,56,CM,63,46,58,56,49,50,51,53,66,55,1.0,1.85
K. Keller,22,United States,187,82,56,CB,56,29,30,32,56,68,61,74,45,34,1.0,1.87
W. Jakobsson,21,Sweden,189,85,56,GK,40,59,59,27,58,57,27,57,27,34,1.0,1.89
M. Jacob,22,England,180,79,56,LB,62,25,42,55,52,57,55,59,57,36,0.0,1.8
A. Ocampo-Chavez,21,United States,176,64,56,ST,59,57,43,57,27,47,50,46,64,43,1.0,1.76
J. Chapman,22,Australia,185,75,56,GK,42,56,57,25,57,46,23,46,25,38,1.0,1.85
T. Moirangthem,20,India,170,69,56,CDM,64,39,47,52,52,72,78,71,67,48,1.0,1.7
R. Schabbing,21,Germany,195,87,56,GK,40,57,56,25,53,56,24,56,25,38,1.0,1.95
Wang Yu,21,China PR,182,75,56,CDM,60,38,50,53,49,53,75,42,63,56,1.0,1.82
A. Makin,22,Saudi Arabia,171,69,56,LW,70,48,48,60,36,38,48,33,64,47,1.0,1.71
R. Van Hauter,20,Belgium,183,69,56,CDM,64,38,52,59,54,53,57,46,66,54,1.0,1.83
B. Al Sayali,22,Saudi Arabia,171,70,56,CDM,62,40,54,58,54,57,54,60,57,55,1.0,1.71
B. Adeeko,20,Republic of Ireland,175,70,56,CM,65,42,53,60,50,53,64,49,74,56,1.0,1.75
A. Marsh,20,England,175,65,56,ST,70,54,39,54,21,43,52,41,63,45,0.0,1.75
K. N'Mai,19,Netherlands,168,63,56,RW,85,47,49,60,27,38,53,33,86,51,1.0,1.68
S. Narayanan,21,India,165,61,56,ST,77,56,48,57,31,46,64,41,78,52,1.0,1.65
J. Gbode,18,England,186,95,56,ST,84,53,35,53,18,68,65,84,74,37,1.0,1.86
D. Radu,20,Romania,176,72,56,RB,72,29,45,53,48,58,70,53,68,35,1.0,1.76
J. Seberry,19,Republic of Ireland,192,85,56,CB,62,27,42,44,56,58,59,59,47,39,1.0,1.92
R. Vinge,22,Norway,172,62,56,ST,89,53,47,64,22,45,52,38,88,50,1.0,1.72
