name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm,position_encoded
M. Al Thani,26,Saudi Arabia,174,64,58,LW,73,52,50,59,31,49,54,50,59,52,0.0,1.74,7
J. McClelland,26,Republic of Ireland,175,68,58,RW,63,54,56,59,52,52,59,51,68,58,0.0,1.75,9
D. Panait,26,Romania,174,78,58,LB,72,25,51,56,51,60,66,60,66,42,0.0,1.74,6
J. Mawihmingthanga,26,India,168,62,58,RW,81,49,54,62,27,48,64,43,87,58,1.0,1.68,9
U. Singh,27,India,170,66,58,RW,86,52,49,59,32,60,69,57,82,46,1.0,1.7,9
Im Dong Hyuk,30,Korea Republic,190,86,58,CB,49,23,34,32,58,69,60,78,52,23,1.0,1.9,1
H. Al Habib,28,Saudi Arabia,182,82,58,CM,58,56,58,60,54,71,62,74,63,57,1.0,1.82,4
A. Lonergan,39,England,192,87,58,GK,47,53,47,50,58,56,28,56,50,32,0.0,1.92,5
C. Doyle,38,Republic of Ireland,196,92,58,GK,44,57,57,55,58,59,27,59,55,26,1.0,1.96,5
Park Chu Young,37,Korea Republic,182,75,58,ST,43,60,60,57,35,52,33,58,49,69,1.0,1.82,10
G. Deegan,35,Republic of Ireland,176,75,58,CDM,32,44,51,48,57,67,62,68,42,45,1.0,1.76,2
Zhu Ting,37,China PR,183,70,58,RB,42,50,56,60,55,63,56,69,35,51,1.0,1.83,8
T. Smith,33,New Zealand,188,82,58,CB,42,37,48,46,57,65,46,74,51,50,0.0,1.88,1
Xie Weijun,25,China PR,190,79,58,ST,71,55,48,54,24,65,70,74,60,52,1.0,1.9,10
T. Bair,23,Canada,193,96,58,ST,69,57,39,56,25,77,62,92,59,42,1.0,1.93,10
N. Kumar,25,India,169,68,58,RB,80,45,46,52,51,61,73,56,77,41,0.0,1.69,8
K. Čustović,23,Sweden,187,82,58,LB,70,48,54,56,52,69,71,68,55,57,1.0,1.87,6
N. Mohammed,26,Ghana,175,77,58,ST,82,56,42,64,24,51,51,55,79,44,1.0,1.75,10
Kim Keun Bae,36,Korea Republic,187,80,58,GK,50,57,57,42,58,60,45,60,42,32,1.0,1.87,5
D. Richards,29,Wales,186,78,58,GK,48,56,56,35,58,60,25,60,35,42,1.0,1.86,5
C. Țîră,29,Romania,190,80,58,ST,57,59,49,59,25,69,64,74,59,52,1.0,1.9,10
Yang Mingyang,27,Switzerland,175,66,58,CM,63,48,57,64,50,51,62,43,80,53,1.0,1.75,4
A. Gilchrist,28,Scotland,188,74,58,CB,36,51,45,49,58,66,66,72,50,48,0.0,1.88,1
S. Austin,26,England,182,79,58,CF,74,57,50,60,34,60,68,61,71,53,1.0,1.82,3
C. Colkett,26,England,176,74,58,CM,56,51,61,61,57,52,41,58,70,61,0.0,1.76,4
K. Hoven,26,Norway,193,93,58,ST,64,56,42,54,22,70,57,80,58,41,1.0,1.93,10
Choi Cheol Won,28,Korea Republic,194,87,58,GK,44,55,53,28,58,62,37,62,28,47,1.0,1.94,5
Long Wei,28,China PR,182,70,58,CDM,54,31,51,53,55,65,78,61,68,52,1.0,1.82,2
E. Kumah,19,Ghana,179,66,58,CAM,88,45,58,56,43,56,57,52,63,55,0.0,1.79,0
A. Cavagnera,20,Belgium,185,75,58,CDM,59,34,57,62,54,60,53,64,63,51,1.0,1.85,2
L. Gagliano,18,Italy,178,73,58,ST,43,60,44,57,30,49,53,53,57,51,0.0,1.78,10
J. Brändle,19,Germany,174,66,58,LB,71,26,48,62,53,47,54,42,76,40,0.0,1.74,6
Raúl Prada,18,Spain,180,68,58,CB,63,28,38,43,59,62,68,60,53,27,0.0,1.8,1
M. Meli,19,Italy,178,70,58,RW,53,61,53,64,37,40,35,45,58,49,1.0,1.78,9
T. Vettorel,18,Italy,190,78,58,GK,46,56,53,47,57,33,22,33,47,26,1.0,1.9,5
M. Vroman,17,France,178,72,58,LW,70,56,50,66,21,46,53,46,73,38,0.0,1.78,7
T. Cuello,19,Argentina,178,64,58,LW,71,49,53,63,36,43,34,47,73,51,1.0,1.78,7
J. Serrano,20,Colombia,190,76,58,GK,42,55,53,37,57,59,25,59,37,33,1.0,1.9,5
F. Tomi,18,France,175,70,58,CAM,66,56,50,60,49,49,42,48,58,50,1.0,1.75,0
N. Clayton-Phillips,19,England,175,65,58,LW,65,59,56,63,29,38,34,40,59,54,0.0,1.75,7
A. Padula,27,Italy,183,73,58,LB,65,31,48,56,54,61,58,65,58,41,1.0,1.83,6
D. Orsi,27,England,188,82,58,ST,73,57,46,59,24,60,61,71,70,53,1.0,1.88,10
N. Wood,25,Wales,186,82,58,LW,72,53,54,58,39,61,67,64,68,56,1.0,1.86,7
J. Harris,23,England,188,79,58,CDM,66,48,53,54,54,69,67,73,66,52,1.0,1.88,2
D. Kinumbe,20,Canada,173,70,58,LB,73,39,51,63,54,53,50,53,78,46,0.0,1.73,6
K. Lidin,20,Sweden,187,77,58,CDM,62,46,59,59,55,58,56,61,56,59,1.0,1.87,2
Y. Meneses,19,Colombia,178,72,58,CAM,62,40,57,65,35,49,38,57,65,61,0.0,1.78,0
N. Stendera,18,Germany,177,68,58,CM,59,49,59,63,51,50,51,46,69,57,1.0,1.77,4
K. Flanagan,19,Republic of Ireland,179,72,58,CAM,68,47,55,60,39,48,43,53,75,66,1.0,1.79,0
P. Borukov,19,Bulgaria,189,92,58,ST,69,56,40,55,19,59,60,71,62,45,1.0,1.89,10
Moon Jung In,21,Korea Republic,193,80,58,GK,43,58,60,35,58,62,17,62,35,41,1.0,1.93,5
J. Graham,21,England,187,80,58,ST,73,53,47,58,29,59,68,65,68,53,1.0,1.87,10
V. Nambishi,21,Denmark,183,81,58,CDM,66,35,53,58,56,64,63,67,65,51,1.0,1.83,2
L. van Kleef,18,Netherlands,183,75,58,CM,64,52,60,58,43,53,53,56,56,60,1.0,1.83,4
C. Şen,18,Turkey,174,70,58,LW,67,49,53,64,30,46,51,47,56,54,0.0,1.74,7
G. D'Anca,19,Italy,180,70,58,CDM,68,47,57,58,55,56,55,55,65,57,1.0,1.8,2
M. Candlin,19,England,184,74,58,ST,75,55,45,57,21,65,67,69,72,45,1.0,1.84,10
F. Adorni,19,Italy,185,80,58,GK,41,54,50,34,56,54,25,54,34,22,1.0,1.85,5
L. Kryeziu,20,Kosovo,181,73,58,ST,76,56,45,60,18,57,61,57,67,56,1.0,1.81,10
P. Finger,18,Germany,166,61,58,CAM,59,52,57,59,45,41,42,30,69,60,0.0,1.66,0
A. Marchadier,20,France,190,75,58,CB,60,30,41,45,58,59,56,63,47,38,1.0,1.9,1
A. Majok,20,Kenya,185,72,58,ST,89,49,45,56,26,63,72,70,79,49,1.0,1.85,10
M. Sylla,20,France,177,72,58,RB,76,31,51,56,55,50,60,44,77,56,1.0,1.77,8
E. Vardar,17,Sweden,177,72,58,LW,62,53,56,61,30,46,52,50,50,52,0.0,1.77,7
R. Cunningham,21,Scotland,178,70,58,ST,84,54,49,56,35,60,55,63,83,52,1.0,1.78,10
M. Ahumada Acuña,21,Argentina,175,69,58,CAM,74,54,50,60,34,46,51,49,79,58,1.0,1.75,0
J. Apolinarski,20,Poland,176,57,58,RW,78,52,49,61,41,57,68,48,77,52,1.0,1.76,9
L. Diako,20,France,183,72,58,RB,66,57,52,53,56,63,62,68,51,45,1.0,1.83,8
J. Gardiner-Smith,21,England,181,71,58,CM,71,48,54,60,55,60,69,57,72,57,1.0,1.81,4
P. Raitanen,18,Finland,183,70,58,CB,60,31,40,46,57,65,61,69,65,34,1.0,1.83,1
J. Debrah,19,England,191,92,58,CB,65,26,35,39,56,71,68,75,55,36,1.0,1.91,1
M. Salaba,19,Austria,188,77,58,GK,44,56,56,26,61,56,27,56,26,21,1.0,1.88,5
M. Opfermann Arcones,19,Germany,172,64,58,CDM,54,45,50,59,57,56,54,54,69,47,1.0,1.72,2
F. Sagman,19,Germany,178,75,58,RB,66,32,37,57,58,57,60,56,58,39,1.0,1.78,8
Gabi,21,Spain,175,70,58,CAM,56,43,62,61,46,48,60,41,46,65,1.0,1.75,0
T. Damsgaard,21,Denmark,185,77,58,RB,67,33,47,58,52,60,66,58,65,38,1.0,1.85,8
C. Manley,23,United States,180,77,58,RB,69,45,53,56,56,60,57,61,67,47,1.0,1.8,8
K. Fatkić,21,Slovenia,186,75,58,CM,62,44,61,57,45,57,54,64,62,65,0.0,1.86,4
J. Miranda,22,Colombia,178,73,58,ST,68,59,43,56,20,59,68,64,74,43,1.0,1.78,10
M. López,22,Colombia,178,78,58,CAM,71,42,55,60,32,57,64,61,75,61,0.0,1.78,0
R. Senhadji,22,France,185,80,58,CB,56,27,31,32,59,62,57,67,46,37,1.0,1.85,1
T. Rambaud,22,France,192,80,58,ST,55,56,41,52,27,72,64,79,38,55,1.0,1.92,10
M. Stefandl,21,Germany,180,77,58,RW,67,58,48,61,27,61,54,66,60,46,1.0,1.8,9
E. Sepil,20,Turkey,180,72,58,LB,62,32,40,54,60,53,59,47,55,34,0.0,1.8,6
S. Grønli,18,Norway,170,64,58,CAM,65,54,47,63,26,39,54,32,82,53,1.0,1.7,0
T. Righetti,21,Switzerland,179,82,58,CB,58,39,50,54,54,64,49,69,67,40,1.0,1.79,1
E. Clarke,20,England,172,70,58,LB,76,38,51,55,53,60,66,60,70,49,0.0,1.72,6
J. Farias,21,Argentina,178,83,58,CAM,61,54,54,62,25,60,37,76,71,54,1.0,1.78,0
I. Tona,19,Mexico,176,62,58,CAM,60,48,60,58,44,39,34,37,44,57,1.0,1.76,0
N. Logue,23,Northern Ireland,193,84,58,CB,50,28,39,29,56,64,57,69,34,31,0.0,1.93,1
R. Deprem,21,Sweden,178,70,58,ST,73,56,45,61,26,48,54,48,77,42,1.0,1.78,10
G. Kyrnats,21,Russia,188,79,58,GK,49,53,50,32,57,58,24,58,32,34,1.0,1.88,5
H. Offia,19,Nigeria,171,71,58,ST,84,53,49,61,24,54,50,62,74,50,1.0,1.71,10
T. Sopacua,19,Netherlands,174,70,58,RB,63,34,41,57,58,56,58,52,59,38,1.0,1.74,8
T. Amilivia,20,Argentina,178,75,58,ST,62,60,41,56,29,58,62,59,62,51,0.0,1.78,10
J. Albrecht,21,Germany,192,89,58,GK,42,59,59,26,56,71,27,71,26,39,1.0,1.92,5
M. Lenes,23,Norway,192,82,58,GK,46,58,58,21,59,49,24,49,21,52,1.0,1.92,5
H. Kavaklıdere,21,Turkey,172,68,58,RW,64,51,55,61,30,44,51,44,51,47,1.0,1.72,9
T. Salte,20,Norway,184,81,58,CB,60,26,48,54,56,66,64,73,42,51,1.0,1.84,1
R. Allassani,23,England,169,70,58,LW,75,49,49,63,32,44,61,32,86,51,1.0,1.69,7
D. O'Halloran,23,Republic of Ireland,173,69,58,LW,58,54,55,61,33,48,64,46,70,54,1.0,1.73,7
J. Jiménez,23,Colombia,184,72,58,GK,48,56,56,34,57,50,42,50,34,22,1.0,1.84,5
L. Fontanesi,23,Italy,181,77,58,RB,63,34,38,39,61,62,67,62,42,31,1.0,1.81,8
E. Kaja,21,Albania,177,78,58,CAM,75,49,55,60,46,66,64,72,67,61,1.0,1.77,0
E. Pauchet,22,France,183,68,58,GK,48,60,62,27,60,47,22,47,27,44,1.0,1.83,5
J. Vahtera,23,Finland,176,75,58,CAM,70,52,55,58,32,51,57,53,61,57,0.0,1.76,0
M. Cicconi,22,Italy,182,78,58,LW,66,51,53,60,37,54,59,57,62,53,0.0,1.82,7
H. Al Ameri,22,Saudi Arabia,178,66,58,RB,76,29,51,53,54,53,63,48,60,49,1.0,1.78,8
M. Blakstad,25,Norway,194,83,58,CM,45,51,56,55,53,67,56,81,55,54,1.0,1.94,4
D. Berisha,18,Kosovo,181,72,58,LW,63,48,53,63,32,47,48,51,69,50,1.0,1.81,7
H. Osman,19,Ghana,173,68,58,LW,77,56,56,58,30,37,40,37,57,51,1.0,1.73,7
S. El-Faouzi,18,Germany,178,68,58,CAM,64,52,54,63,35,46,46,45,66,60,1.0,1.78,0
L. Ritson,20,England,184,77,58,CB,58,34,52,49,55,62,51,64,58,51,1.0,1.84,1
D. Borra,23,Italy,192,88,58,GK,54,52,50,32,59,33,33,33,32,19,0.0,1.92,5
M. Tokida,21,Japan,187,81,58,CB,75,25,38,33,56,67,40,87,45,32,0.0,1.87,1
Y. Ben El-Mhanni,23,England,178,75,58,LW,76,46,48,68,22,37,48,34,80,53,1.0,1.78,7
M. Ranmark,23,Norway,194,86,58,GK,45,57,56,35,58,63,18,63,35,42,0.0,1.94,5
B. Kavlak,22,Turkey,178,65,58,ST,60,61,45,56,24,43,53,40,52,50,1.0,1.78,10
D. Lelle,18,Germany,178,62,58,CB,55,32,36,43,62,49,52,44,53,33,0.0,1.78,1
S. Tamayo,18,Colombia,165,65,58,CM,60,54,54,59,53,57,65,55,57,60,1.0,1.65,4
C. Barker,18,England,180,70,58,RB,69,35,47,50,57,59,63,58,65,46,1.0,1.8,8
J. Frommann,18,Germany,188,80,58,CDM,53,44,52,56,57,61,51,66,53,43,1.0,1.88,2
J. Riasco,17,Venezuela,187,83,58,ST,60,59,48,56,27,58,55,67,55,48,1.0,1.87,10
A. Vera,17,Venezuela,185,82,58,CB,62,33,54,51,55,65,58,65,55,50,0.0,1.85,1
G. Caschili,17,Netherlands,171,72,58,CM,76,44,57,64,51,43,33,40,62,60,1.0,1.71,4
M. Essimi,20,Cameroon,182,66,58,LW,69,52,52,60,29,51,55,54,64,51,1.0,1.82,7
E. Stokes,23,Republic of Ireland,172,70,58,ST,70,56,46,59,22,53,53,56,75,47,0.0,1.72,10
G. Smith,25,England,185,86,58,GK,46,61,66,34,57,62,20,62,34,19,0.0,1.85,5
J. McDonnell,25,England,178,63,58,GK,45,55,54,26,60,36,27,36,26,20,1.0,1.78,5
N. Senzemba,23,France,180,72,58,LB,76,32,44,57,57,64,64,66,80,37,0.0,1.8,6
J. Maddison,24,England,188,74,58,GK,52,55,54,33,57,44,23,44,33,30,1.0,1.88,5
S. Takahashi,23,Japan,170,65,58,LB,73,34,48,58,53,59,70,57,71,44,1.0,1.7,6
C. Mosquera,24,Colombia,195,92,58,GK,42,60,59,25,56,68,26,68,25,35,1.0,1.95,5
S. Mauritz-Hansen,24,Norway,182,78,58,ST,65,59,48,56,23,54,50,61,57,51,1.0,1.82,10
A. Dziedzic,18,Poland,185,75,58,CM,58,46,53,57,53,55,65,52,53,56,1.0,1.85,4
A. Reghba,21,Republic of Ireland,180,72,58,CF,68,57,54,60,25,70,69,71,65,57,1.0,1.8,3
A. Grijalva,20,Mexico,177,78,58,CB,54,31,31,37,61,58,61,54,48,29,1.0,1.77,1
B. Ruiz,18,Venezuela,170,64,58,LB,65,31,48,54,52,51,64,38,61,43,0.0,1.7,6
M. Sarıkaya,19,Turkey,182,72,58,RB,62,35,42,53,56,57,58,55,52,34,1.0,1.82,8
M. Barbery,19,Bolivia,173,65,58,CM,64,49,53,59,51,50,65,42,58,46,1.0,1.73,4
J. Escate,19,Peru,181,65,58,CM,71,53,55,61,42,49,65,49,65,55,1.0,1.81,4
A. Allemeersch,19,Belgium,183,73,58,ST,64,58,41,56,21,51,51,61,54,47,1.0,1.83,10
K. Zinovich,18,Belarus,194,80,58,CAM,62,51,58,60,44,62,56,68,59,48,1.0,1.94,0
P. Nowack,18,Germany,171,67,58,LW,80,53,50,61,49,51,57,47,86,51,1.0,1.71,7
D. Mejía,18,Colombia,163,58,58,RB,70,43,52,58,52,53,67,45,65,43,1.0,1.63,8
A. Søndergaard,20,Denmark,188,75,58,GK,40,56,56,38,58,64,24,64,38,33,1.0,1.88,5
R. Matis,20,Romania,178,69,58,LW,81,49,53,60,25,41,50,39,80,53,1.0,1.78,7
A. Mair,20,Scotland,198,86,58,GK,52,56,56,49,57,62,26,62,49,36,0.0,1.98,5
N. Zohoré,20,France,188,75,58,CB,53,26,32,37,59,68,67,74,52,30,0.0,1.88,1
S. Diarrassouba,19,Burkina Faso,166,56,58,CAM,75,44,55,65,37,40,46,33,80,57,1.0,1.66,0
J. Kroesen,18,Netherlands,184,75,58,GK,42,59,61,36,57,52,28,52,36,42,1.0,1.84,5
F. Cousin-Dawson,18,Northern Ireland,184,74,58,RB,69,25,40,45,57,63,62,70,47,28,1.0,1.84,8
K. Scales,19,England,179,67,58,RW,65,49,53,58,47,52,64,44,51,53,1.0,1.79,9
K. Wachowiak,19,Poland,175,67,58,LB,71,43,48,54,51,52,64,48,62,41,0.0,1.75,6
D. Iacoponi,19,Italy,175,73,58,LW,68,58,51,61,25,48,53,51,68,49,1.0,1.75,7
J. Riascos,17,Colombia,178,66,58,CM,64,55,53,60,56,58,67,55,60,58,1.0,1.78,4
J. Rowe,19,England,175,69,58,RB,75,43,47,57,54,61,65,59,69,48,1.0,1.75,8
R. Herman,23,United States,201,100,58,GK,42,57,58,27,60,86,24,86,27,51,1.0,2.01,5
S. Masuda,24,Japan,189,83,58,CB,66,23,34,29,57,68,59,83,32,25,1.0,1.89,1
M. Johnen,18,Germany,186,90,58,GK,44,55,53,24,60,53,27,53,24,32,1.0,1.86,5
D. Stirpe,18,Venezuela,176,73,58,RB,76,32,47,53,54,57,63,55,73,40,1.0,1.76,8
J. Bynoe,17,Netherlands,175,70,58,CM,69,44,55,61,52,54,61,49,62,56,1.0,1.75,4
L. Gamíz,21,Mexico,172,64,58,CDM,58,46,54,60,58,59,60,63,50,54,1.0,1.72,2
I. Mitran,19,Romania,178,71,58,RB,68,21,38,40,57,58,57,56,63,19,1.0,1.78,8
M. Amedick,19,Germany,184,79,58,CDM,64,32,49,52,58,63,57,68,61,48,1.0,1.84,2
V. Lesieur,18,Portugal,195,80,58,GK,40,64,67,36,60,64,18,64,36,29,1.0,1.95,5
Y. Kuzmin,20,Russia,175,65,58,CAM,66,51,58,62,37,44,45,42,56,54,1.0,1.75,0
Madrigal,21,Spain,180,75,58,CM,59,45,60,59,54,53,40,55,53,56,1.0,1.8,4
Diego Barrios,21,Spain,186,80,58,GK,38,58,55,24,53,61,22,61,24,27,1.0,1.86,5
M. Vestergaard,23,Denmark,186,75,58,ST,72,56,34,61,27,59,55,62,81,32,1.0,1.86,10
M. McCallum,23,Scotland,191,78,58,GK,38,54,52,22,58,61,27,61,22,15,1.0,1.91,5
L. Graham,23,New Zealand,180,75,58,RB,71,43,52,60,53,65,64,65,68,54,1.0,1.8,8
Sim Gwang Wook,22,Korea Republic,170,60,58,LW,76,48,46,65,23,33,34,33,66,44,0.0,1.7,7
V. Vinje,21,Norway,184,78,58,CB,64,36,43,42,57,59,61,61,48,31,1.0,1.84,1
Serrano,21,Spain,180,75,58,RW,71,49,51,65,29,51,53,54,70,51,1.0,1.8,9
E. Oubella,20,Germany,187,77,58,CB,65,29,35,39,60,62,60,64,63,31,1.0,1.87,1
Lluis Tarrés,20,Spain,189,86,58,GK,41,57,54,35,59,35,21,35,35,49,0.0,1.89,5
L. Lewis,20,United States,193,80,58,GK,51,58,58,42,59,64,30,64,42,44,1.0,1.93,5
D. Atmaca,18,Germany,174,67,58,LW,81,50,50,61,26,42,54,36,86,46,1.0,1.74,7
K. Alaníz,18,Uruguay,172,65,58,CAM,72,49,54,61,28,49,65,48,72,59,1.0,1.72,0
Lee Pung Yeon,21,Korea Republic,189,83,58,CB,59,33,43,54,57,63,53,69,62,37,1.0,1.89,1
D. Langley,20,England,201,83,58,GK,42,56,54,42,59,63,27,63,42,24,1.0,2.01,5
E. Ceria,21,Italy,180,64,58,LW,60,51,55,65,46,50,54,51,69,42,0.0,1.8,7
N. Canavessio,22,Argentina,181,80,58,CB,61,28,34,40,58,64,59,71,58,30,1.0,1.81,1
S. Kuzmanovski,19,Australia,174,64,58,RW,72,55,47,67,24,43,53,43,78,50,1.0,1.74,9
M. Méndez,20,Argentina,174,70,58,RB,70,47,51,58,53,56,58,55,65,38,1.0,1.74,8
Moon Chang Hyeon,23,Korea Republic,181,78,58,ST,65,56,47,55,52,58,54,64,64,49,1.0,1.81,10
Park Seon Hong,22,Korea Republic,178,68,58,CAM,62,58,63,50,38,64,65,63,60,63,1.0,1.78,0
J. Jouvenaar,17,Netherlands,184,70,58,GK,43,52,48,40,58,53,25,53,40,25,1.0,1.84,5
L. Bardini,20,Italy,191,86,58,GK,52,51,51,34,58,77,43,77,34,19,1.0,1.91,5
A. Davey,21,Scotland,191,84,58,CB,51,32,39,38,58,59,58,62,42,37,1.0,1.91,1
Y. Koizumi,20,Japan,190,83,58,GK,44,53,49,28,58,61,42,61,28,32,0.0,1.9,5
T. Fahrenholz,22,Germany,171,72,58,LW,70,46,54,64,22,42,47,43,73,59,1.0,1.71,7
Lee Hyeon Seong,23,Korea Republic,172,69,58,LW,60,43,57,61,36,46,47,50,62,47,0.0,1.72,7
G. Leiva,21,Costa Rica,185,80,58,CM,65,53,54,64,53,61,55,70,68,53,1.0,1.85,4
J. Al Zyadi,23,Saudi Arabia,171,61,58,CDM,69,36,49,56,55,69,83,65,69,50,0.0,1.71,2
D. Barrón,19,Mexico,174,70,58,ST,72,57,56,61,36,55,59,59,70,54,0.0,1.74,10
S. Contreras,20,Chile,175,75,58,CDM,67,30,44,54,57,63,63,65,55,33,1.0,1.75,2
R. Leitch,18,Scotland,182,75,58,CM,59,39,59,56,63,56,50,56,56,51,0.0,1.82,4
A. Karahan,20,Turkey,175,72,58,GK,40,54,52,21,54,50,20,50,21,28,1.0,1.75,5
Duque,18,Spain,178,70,58,RW,63,62,45,62,22,48,58,47,73,54,1.0,1.78,9
D. Fitzpatrick,21,England,177,77,58,RW,76,51,52,62,35,57,52,63,63,59,1.0,1.77,9
Andrés del Olmo,22,Spain,180,75,58,CM,58,49,56,58,48,60,67,60,71,53,1.0,1.8,4
P. Kudryashov,19,Russia,176,65,58,ST,72,58,43,58,22,47,59,45,58,52,1.0,1.76,10
F. Di Nolfo,17,Italy,170,65,58,LW,67,56,53,59,31,50,56,49,61,53,0.0,1.7,7
J. Mican,22,Colombia,176,63,58,LB,67,31,44,55,52,57,63,56,63,35,0.0,1.76,6
David Ramírez,20,Spain,180,75,58,GK,42,59,65,38,59,46,20,46,38,23,1.0,1.8,5
M. Neves,20,France,177,68,58,CAM,66,49,55,62,26,48,51,46,71,54,1.0,1.77,0
M. Nordam,21,Denmark,197,87,58,CB,54,25,33,27,58,69,59,84,32,30,1.0,1.97,1
Ł. Bogusławski,23,Poland,187,78,58,CDM,56,53,52,57,54,69,59,77,63,49,1.0,1.87,2
L. Allinson,22,England,191,96,58,GK,50,54,50,41,58,59,23,59,41,37,1.0,1.91,5
L. Wakefield,22,England,191,70,58,RB,59,38,51,52,58,65,61,70,55,43,1.0,1.91,8
L. De Smul,20,Belgium,180,71,58,LB,66,29,47,51,58,59,60,58,69,37,1.0,1.8,6
J. Didiba Moudoumbou,18,Cameroon,175,70,58,CM,71,40,54,67,44,60,56,65,72,44,1.0,1.75,4
Rodrigo Alírio,18,Portugal,180,71,58,CB,77,31,32,52,59,56,60,55,67,31,1.0,1.8,1
G. Citaku,20,Sweden,185,76,58,RW,67,50,53,64,35,55,56,60,72,55,1.0,1.85,9
M. Flores,19,Chile,171,72,58,ST,78,56,39,59,20,51,51,58,70,42,1.0,1.71,10
A. Prohouly,19,France,182,75,58,CAM,79,49,52,63,33,58,46,70,70,53,1.0,1.82,0
Álex Lázaro,19,Spain,192,79,58,GK,48,58,59,54,57,53,25,53,54,18,1.0,1.92,5
D. Cenaj,18,Bosnia and Herzegovina,185,83,58,RW,65,50,55,57,25,57,52,71,50,45,1.0,1.85,9
E. Barkworth,18,England,185,78,58,CB,60,43,51,55,55,60,53,62,57,45,1.0,1.85,1
E. Gava,22,Italy,195,88,58,GK,53,54,54,36,58,68,25,68,36,31,1.0,1.95,5
N. Pozzebon,19,Italy,180,74,58,ST,74,56,40,60,22,48,43,56,74,47,1.0,1.8,10
O. Arroyo,21,Argentina,166,65,58,LB,66,34,45,53,56,50,63,40,78,35,0.0,1.66,6
D. Parfitt-Williams,19,Bermuda,168,64,58,ST,79,53,49,67,22,53,56,57,81,54,1.0,1.68,10
G. Gaitán,20,Argentina,165,62,58,CM,71,48,60,61,47,50,81,34,77,55,1.0,1.65,4
G. Rossetti,23,Argentina,185,80,58,GK,44,59,62,28,55,59,30,59,28,35,1.0,1.85,5
F. Sosa,20,Argentina,175,70,58,CAM,62,49,56,67,39,47,44,47,75,52,1.0,1.75,0
H. Al Dawsari,25,Saudi Arabia,173,74,58,LB,70,38,52,53,55,60,63,59,59,50,0.0,1.73,6
Wu Yizhen,25,China PR,186,69,58,LW,72,45,59,58,29,51,50,58,65,60,0.0,1.86,7
I. Viznovich,18,Russia,182,75,58,ST,66,56,46,55,22,49,50,56,57,52,1.0,1.82,10
D. Dufrenne,19,France,191,92,58,GK,44,56,52,26,58,67,27,67,26,25,1.0,1.91,5
N. Pájaro,19,Argentina,172,68,58,CM,68,44,54,61,52,57,76,44,79,53,1.0,1.72,4
R. Laspalles,19,France,178,66,58,RB,62,29,46,56,56,48,61,42,58,34,1.0,1.78,8
F. Astorga,19,Chile,174,71,58,CM,63,54,53,63,50,63,65,68,69,51,1.0,1.74,4
J. Carabalí,19,Colombia,185,75,58,CB,63,21,28,30,58,67,64,71,44,31,1.0,1.85,1
S. Ryckaert,18,Belgium,185,80,58,CB,62,26,47,46,56,64,55,68,60,39,0.0,1.85,1
M. Manríquez,20,Chile,170,67,58,CB,57,32,42,52,57,57,55,58,60,31,0.0,1.7,1
G. Crichlow,17,Jamaica,167,60,58,RW,78,52,51,61,23,38,53,33,78,54,1.0,1.67,9
D. De la Tejera,21,Mexico,175,64,58,RW,61,61,53,63,30,40,48,39,59,48,1.0,1.75,9
I. Battista,19,Italy,169,60,58,RW,77,57,54,57,33,46,53,43,72,57,0.0,1.69,9
A. Morgunov,21,Russia,174,64,58,CM,68,54,55,64,37,52,61,40,79,48,1.0,1.74,4
C. Harris,20,England,178,70,58,CAM,69,52,56,56,45,59,65,61,63,52,1.0,1.78,0
B. Yıldır,19,Turkey,175,65,58,CDM,58,42,55,58,54,53,64,44,55,47,1.0,1.75,2
J. Yates,18,England,181,64,58,RB,68,32,41,56,60,53,61,45,67,44,1.0,1.81,8
H. Estupiñan,22,Colombia,190,75,58,ST,61,58,40,52,19,70,64,90,46,48,1.0,1.9,10
A. Torres,23,Mexico,189,83,58,GK,58,55,53,58,56,63,38,63,58,32,1.0,1.89,5
B. Wright,24,Canada,184,88,58,ST,40,58,35,58,25,65,45,76,56,41,1.0,1.84,10
R. Åstedt,23,Sweden,180,78,58,CB,63,29,47,54,54,67,65,66,62,38,1.0,1.8,1
Kim Woo Hong,24,Korea Republic,174,73,58,LW,74,53,43,65,32,50,58,54,81,41,1.0,1.74,7
T. Mizutani,23,Japan,162,62,58,RW,77,43,54,64,39,39,43,31,83,46,1.0,1.62,9
Jero Lario,24,Spain,181,73,58,GK,43,60,61,24,59,45,26,45,24,28,1.0,1.81,5
M. Netolitzky,25,Germany,191,86,58,GK,52,55,55,34,58,74,40,74,34,13,1.0,1.91,5
C. Mafoumbi,25,Congo,196,80,58,GK,54,56,58,30,58,65,24,65,30,16,1.0,1.96,5
Zu Pengchao,22,China PR,182,70,58,CAM,80,40,56,59,36,63,64,69,81,53,0.0,1.82,0
E. Holten,22,Denmark,195,84,58,ST,55,55,45,52,25,62,58,68,44,56,1.0,1.95,10
S. Tsveiba,25,Russia,183,72,58,CB,70,30,30,38,60,56,62,48,63,22,1.0,1.83,1
N. Marfelt,24,Denmark,187,83,58,LB,72,39,53,57,53,60,63,62,65,45,0.0,1.87,6
Y. Mizobuchi,24,Japan,172,66,58,RB,74,37,49,58,52,59,63,59,68,44,1.0,1.72,8
